id;color;name;brand;description;image;Estilo;Graduación;Fermentación;IBU;Lúpulos;European Brewing Convention (EBC);Maltas;Temperatura de consumo;Grano;Población;Provincia;Comunidad Autónoma;País
166;rubia;Volaera Blond;Volaera;"
La cerveza artesana Volaera Blond es una Pale Ale en la que destaca su fina espuma blanca y cuerpo anaranjado, elegante y fresca. Hacen presencia notas de lúpulo amarillo, uno de los más apreciados en el mundo cervecero artesano.
Con ligero amargor final que cierra un trago fácil y afrutado, todo esto sin menospreciar la presencia de la malta de cebada, hace de esta cerveza una muy refrescante.
Es una cerveza ligera para combinar con cualquier tapa.
";https://static1.soloartesanas.es/899-large_default/cerveza-volaera-blond.jpg; Special Bitter;4.9;Ale;999.0;;;;;Cebada;El Puerto de Santa María;Cádiz;Andalucía;España
167;rubia;La Vidigonera;La Vidigonera;"
La Vidigonera es una cerveza artesanal de estilo Pale Ale elaborada con agua de Montanejos, localidad donde se elabora. esta cerveza es la historia de su productor, que empezó a elaborarla en el verano del 2013 con motivo de la celebraciÛn del 150 aniversario de la declaración de utilidad pública de las aguas de Montanejos.
Es una cerveza de tonos dorados y ligera turbiedad, en la que destacan las notas afrutadas en boca y su aroma floral. Cabe mencionar su burbuja fina y densa espuma.
";https://static3.soloartesanas.es/897-large_default/la-vidigonera.jpg; Pale Ale;5.1;Ale;999.0;;;;;Cebada;Montanejos;Castellón;Valencia;España
168;rubia;Mammooth Granada Fósil;Cervezas Mammooth;"
No podía faltar en la familia de Cervezas Mammooth una pilsen bien refrescante y aromática. Por ello han elaborado su cerveza artesana Mammooth Granada fosil.
Ha sido creada con la mejor malta, lúpulos de Nueva Zelanda y California. También con botánicos de la tierra de Granada, como romero, melisa y también la piel de naranja.
Es una cerveza creación única, para disfrute de los paladares mas refinados. Oséase, para tí
";https://static1.soloartesanas.es/894-large_default/mammooth-granada-fosil.jpg; Pilsen;4.7;Ale;999.0;;;;2-4ºC;Cebada;Padul;Granada;Andalucía;España
169;rubia;Mammooth Weinrich;Cervezas Mammooth;"
Si lo que buscas es una cerveza refrescante, esa es la cerveza artesana Mammooth Weinrich. Esta cerveza de trigo y estilo bávaro se elabora a base de maltas de primera calidad, lúpulos en flor, naranja, cilantro y gengibre. Como ves la materia prima es genuina, y busca ofrecerte un alimento con mayúsculas.
En el paladar destacan los sabores a malta, con toques especiados y cítricos. El lúpulo no hace excesiva presencia, mientras que la espuma es densa y persistente.
";https://static2.soloartesanas.es/892-large_default/mammooth-weinrich.jpg; Bávaro;5.6;Ale;999.0;;;;3-5ºC;Trigo;Padul;Granada;Andalucía;España
170;rubia;Mammooth Pale Ale;Cervezas Mammooth;"
Si hay un origen, un punto de partida de esta cervecera andaluza, ese es su cerveza Pale Ale.
Son cinco años ya elaborando Mammooth Pale Ale, una cerveza artesana elaborada con cuatro clases de malta y lúpulos de origen alemán y americano.
En boca destacan las notas afrutadas, lúpulo fresco y malta caramelizada. La espuma cremosa y persistente.
Siquieres disfrutar de una cerveza artesana, no lo dudes, esta es la tuya.
";https://static1.soloartesanas.es/891-large_default/mammooth-pale-ale.jpg; Pale Ale;5.6;Ale;999.0;;;;;Cebada;Padul;Granada;Andalucía;España
171;rubia;1521;Torquemada;"
Torquemada en la cerveza artesana de Palencia, y 1521 es una de las variedades que elaboran. Es una cerveza artesana de trigo, rubia, y en la que se ha utilizado lúpulo Hallertauer. Aromas afrutados destacan, principalmente el de Banana. Es ligeramente ácida y refrescante.
Además es una cerveza con historia, vinculada a los comuneros de la primera revolución de la historia de Castilla.
Una cerveza para saborear con calma.
";https://static3.soloartesanas.es/888-large_default/1521.jpg; Weizen-Weissbier;5.2;Ale;999.0;Hallertauer Hersbruker;;;2-6ºC;Trigo;Torquemada;Palencia;Castilla y León;España
172;rubia;Catalina;Torquemada;Se trata de una cerveza rubia tipo Pils, ligera y refrescante a base de malta Pilsner y lúpulos alemanes y checos. Catalina debe su nombre al nacimiento, el 14 de enero de 1507, de la Infanta Catalina de Austria (reina de Portugal) en la localidad Torquemada. Hija de Juana de Castilla y Felipe de Habsburgo. La cerveza Catalina es una cerveza rubia brillante, ligeramente amarga, con olores a cereal y una espuma equilibrada. El contenido alcohólico es de 4,8% Vol. lo que hace que esta cerveza sea la más ligera de toda la gama. Temperatura de consumo recomendada: 2º-4º;https://static2.soloartesanas.es/886-large_default/catalina.jpg; Pilsner;4.8;Ale;999.0;;;;2-4ºC;Cebada;Torquemada;Palencia;Castilla y León;España
173;rubia;Arriaca Trigo;Cervezas Arriaca;"
Arrica Trigo es una de las cervezas artesanas que elabora cervezas arriaca desde Yunquera de Henares, Guadalajara. Es una cerveza artesana de trigo, rubia, Ale, ligera, afrutada y muy refrescante. Ideal para saciar la sed.
Destaca su color dorado anaranjado y su espuma blanca, espesa y durader. Notarás los aromas florales y un peculiar aroma a lúpulo. Cuando la pruebas disfrutas de los finos matices de la malta, que se balancean con un ligero amargor que da paso a un limpio y duradero final.
¡Salud!
";https://static2.soloartesanas.es/3440-large_default/arriaca-trigo.jpg; Weizen-Weissbier;999.0;Ale;999.0;;;;;Trigo;sin especificar;Guadalajara;Castilla-La Mancha;España
174;rubia;Arriaca Rubia;Cervezas Arriaca;"
Arrica Rubia es una de las cervezas artesanas que elabora cervezas arriaca desde Yunquera de Henares, Guadalajara. Es una cerveza artesana rubia, Ale, refrescante y ligera, con acento a lúpulo en nariz y balance malteado en boca.
Destaca su color dorado pajizo con espuma blanca, así como sus aromas cítricos, en especial la naranja y el pomelo. Estos combinan con notas florales y un peculiar aroma a lúpulo. Cuando la pruebas disfrutas de los finos matices de la malta, que se balancean con un ligero amargor que da paso a un limpio y duradero final.
¡Salud!
";https://static3.soloartesanas.es/3439-large_default/arriaca-rubia.jpg; Pale Ale;10.1;Ale;999.0;;;;A partir de 9ºC;Cebada;sin especificar;Guadalajara;Castilla-La Mancha;España
175;rubia;Dawat 7;Dawat;"
Dawat, desde cuenca, es la cervecera que autentifica el valor de la cerveza artesana. Dawat 7 es una cerveza Pilsner, en la que destacan olores a cereal y galleta principalmente. Es una cerveza bien balanceada entre su gran cuerpo, su alto nivel de alcohol y su sabor lupulado. Está pensada para que beberla se convierta en una experiencia rica en matices.
Es la cerveza artesana ideal para tomar con potajes a base de legumbres y las carnes rojas o de caza.
Una cerveza contundente e intensa.
";https://static2.soloartesanas.es/858-large_default/dawat-7.jpg; Pilsner;7.0;Ale;13.0;;10;;;Cebada;Cuenca;Cuenca;Castilla-La Mancha;España
176;rubia;Dawat 5;Dawat;"
Dawat, desde cuenca, es la cervecera que autentifica el valor de la cerveza artesana. Dawat 5 es una cerveza Pilsner en la que destacan los aromas a cereal y galleta, y finalmente a especias. Es una cerveza de muy agradable sabor, que resulta suave, permaneciendo en el paladar durante un tiempo. La combinación de maltas le dan a la cerveza un cuerpo consistente y regusto seco pero suave (smoothdryfinish).
Es la cerveza artesana ideal para tomar con quesos o patés, embutidos, productos ahumados y pescados y carnes a la plancha.
Una cerveza aromática y refrescante.
";https://static2.soloartesanas.es/857-large_default/dawat-5.jpg; Pilsner;5.0;Ale;13.0;;10;;;Cebada;Cuenca;Cuenca;Castilla-La Mancha;España
177;rubia;Dawat 2;Dawat;"
Dawat, desde cuenca, es la cervecera que autentifica el valor de la cerveza artesana. Dawat 2 es una cerveza Pilsner de sabor contundente, amargo y refrescante con tonos cítricos y florales. Dispone de un cuerpo y sabor que sorprenden en una presentación de baja graduación.
Es la cerveza artesana ideal para tomar con aperitivos como saladitos y pescados en vinagre o en salazón, así como con marisco.
Una cerveza ligera y refrescante.
";https://static1.soloartesanas.es/856-large_default/dawat-2.jpg; Pilsner;2.5;Ale;18.0;;10;;;Cebada;Cuenca;Cuenca;Castilla-La Mancha;España
178;rubia;Immortèla Ostiu ;Biera Aranesa;"
Biera Aranesa, desde el Valle de Arán, te ofrece la posibilidad de saborear cervezas artesanas elaboradas con agua del propio valle. Es el caso de esta cerveza artesana: Immortèla Ostiu.
Es una cerveza artesana Summer Ale de con cierto nivel de amargor (IBUS 45) de color amarillo cebada. Desprende olores a mango cítrico, con una textura suave y característica afrutada citrica. El final es amargo, pero muy agradable.
La cerveza artesana perfecta para disfrutar con amigos en comidas ligeras como ensaladas, pescados, etc.
";https://static3.soloartesanas.es/854-large_default/immortela-ostiu-.jpg; Summer Ale;4.5;Ale;45.0;;;;;Cebada;Casarilh;Lérida;Cataluña;España
179;rubia;Immortèla Originau;Biera Aranesa;"
Biera Aranesa, desde el Valle de Arán, te ofrece la posibilidad de saborear cervezas artesanas elaboradas con agua del propio valle. Es el caso de esta cerveza artesana: Immortèla Originau.
Es una cerveza artesana Scotish Ale de con cierto nivel de amargor (IBUS 35) y que desprende aromas afrutados con una tendencia clara a malta. Es una cerveza de color ambar oscuro, en la que destaca el caracter a malta, poco amarga.
Es la cerveza perfecta para acompañar el picoteo, tapas, pinchos, carnes y pescados.
";https://static3.soloartesanas.es/853-large_default/immortela-originau.jpg; Scotish Ale;5.4;Ale;35.0;;;;7-12ºC;Cebada;Casarilh;Lérida;Cataluña;España
180;rubia;Rubia Bárbara;Cervezas Nel;"
Cervesas Nel elabora su artesana rubia y Bárbara en Santa Bárbara, Tarragona. El resultado es el de una cerveza de color amarillo ligeramente velado y densa espuma de color blanco intenso.
Destacan los aromas florales, con notas de regaliz. Conforme la vas saboreando, en copa van apareciendo notas a chocolate.
Y qué decir de su paso por boca: Es fresco y acido con aromas de pan tostado y galleta, con un recuerdo amargo final debido al lúpulo.
";https://static2.soloartesanas.es/850-large_default/rubia-barbara.jpg; Blonde Ale;4.7;Ale;999.0;;;;;Cebada;Santa Bárbara;Tarragona;Cataluña;España
181;rubia;Zerb;ZerB;"
ZerB es una cerveza rubia de alta fermentación que ha madurado en frío. Se prepara con base de 90% malta de cebada y 10% de trigo y un hecho diferencial, agua de los montes próximos. El resultado es el de una artesana de leve amargor y marcado sabor lupulado final. Los ligeros tonos frutados la hacen suave y muy refrescante. 
Es una cerveza ligada a su tierra, que desea, y lo consigue, representar los valores autóctonos.
";https://static2.soloartesanas.es/847-large_default/zerb.jpg; Kolsch;5.3;Ale;999.0;;;;;Cebada;Arrasate;Guipúzcoa;País Vasco;España
182;rubia;Labrit;Morlaco Beer;"
En Morlaco Beer aman la cerveza, por eso la miman, la cuidan, siendo el resultado el que ves: la cerveza artesana de trigo Labrit.
Es una cerveza artesana Weizenbier, no muy amarga, y que dispone de un cuerpo medio y ligera turbidez. Presenta un color ambar pálido y su sabor es suave con toques de naranja.
Es perfecta para tomar en los días de calor.
¡Cerveza de Navarra!
";https://static1.soloartesanas.es/2386-large_default/labrit.jpg; Weizenbier;5.5;Ale;18.0;;;;;Trigo;Mutilva Baja;Navarra;Navarra;España
183;rubia;San Cernin;Morlaco Beer;"
En Morlaco Beer aman la cerveza, por eso la miman, la cuidan, siendo el resultado el que ves: la cerveza artesana San Cernín.
Es una cerveza artesana Golden Ale muy refrescante y fácil de beber. Es la cerveza artesana que a todo el mundo gusta.
Es una Ale de color dorado profundo, que se caracteriza por los tonos frutales y suave amargor.
¡Cerveza de Navarra!
";https://static3.soloartesanas.es/2384-large_default/san-cernin.jpg; Golden Ale;4.8;Ale;18.0;;;;;Cebada;Mutilva Baja;Navarra;Navarra;España
184;rubia;As de Picas (Piques);As Cervesa Artesana;"
El As de picas es una de las cartas mágicas en cuanto a cervezas artesanas de As.
Es una cerveza de alta fermentación, de estilo IPA. Es una deliciosa Indian Pale Ale de color anaranjado que acaba con una túpida y blanca espuma cuando la echas en la copa. Aromáticamente es sutil, con tonos de resinas y pomelo amargo sobre un lecho tostado.
Es una cerveza amarga, como toda buena IPA, con 59 IBUs de amargor.
¡Qué la disfrutes!
";https://static2.soloartesanas.es/2259-large_default/as-de-picas-piques.jpg; IPA;6.5;Ale;59.0;Challenger, Fuggles, Centennial;;Pale Ale, Crystal, Cara Amber;;Cebada;Montornès del Vallès;Barcelona;Cataluña;España
185;rubia;As de Corazones (Cors);As Cervesa Artesana;"
As de Corazones, o As de Cors, es una cerveza de estilo Weizen Beer levemente amarga de color intensamente rubio (oro líquido) con una espuma cremossa y blanca.
Destacan sus aromas florales, y también a vainilla o pan, entre otros. Las maltas utilizadas hacen de ella una cerveza artesana suave, con presencia baja de cítricos.
Es una cerveza equilibrada, y por ello ha obtenido en el 2014 la medalla de plata en la ""Dublin Craft Beer Cup""
";https://static1.soloartesanas.es/2260-large_default/as-de-corazones-cors.jpg; Weizen-Weissbier;5.0;Ale;24.0;Magnum alemán y Saaz;;Pils, Trigo malt , Caramalt;4-6ºC;Trigo;Montornès del Vallès;Barcelona;Cataluña;España
186;rubia;Arcadia Blond Ale;Cerveza Arcadia;"
En Villafranca de los Barros, Badajoz, Cerveza Arcadia da vida a su cerveza artesana más rubia, la Arcadia Blond Ale. Es una cerveza elaborada con lúpulos Chinook y Willamette, lo cual le confiere un sabor y aroma especial. Es una artesana que desprende aromas florales, sabores a fruta y que es muy muy refrescante.
Cerveza artesana y extremeña 100%
";https://static1.soloartesanas.es/768-large_default/arcadia-blond-ale.jpg; Pale Ale;4.8;Ale;999.0;Chinook y Willamette;;;;Cebada;Villafranca de los Barros;Badajoz;Extremadura;España
187;rubia;Lluna Eclipsi;Cerveses Lluna;"
Lluna Eclipsi es la cerveza especial de alta fermentación ecológica elaborada con malta de cebada, cerezas ecológicas de Km0 de la comarca de El Comtat, lúpulo y levadura.
Es una cerveza de verano, estacional, con un color que recuerda al de la luna eclipsada, presentando un intenso aroma afrutado con un toque de cereza que se aprecia al saborearla. Se elabora a finales de mayo y se empieza a distribuir con la llegada del solsticio de verano.
";https://static1.soloartesanas.es/766-large_default/lluna-eclipsi.jpg; Summer Ale;5.2;Ale;20.0;;;;;Cebada;Agullent;Valencia;Valencia;España
188;rubia;Lluna de Blat;Cerveses Lluna;"
Lluna de Blat es una cerveza artesana de alta fermentación elaborada por Cerveses Lluna. Se desarrolla mediante el uso de malta pálida de cebada, malta de trigo, lúpulos Perle y Cascade y levadura.
Es una cerveza algo turbia y con un poso de levadura. Su aroma es afrutado con toques florales como consecuencia de la combinación de los cereales y el lúpulo con la levadura. Su cuerpo es amable y su sabor ligeramente ácido y refrescante, como corresponde a una cerveza elaborada con trigo.
Versión libre del estilo Hefe-Weizen.
";https://static1.soloartesanas.es/762-large_default/lluna-de-blat.jpg; Hefe-Weizen;4.8;Ale;22.0;;;;;Trigo;Agullent;Valencia;Valencia;España
189;rubia;Desiderata Doble Fermentación ;Desiderata;"
Desiderata Doble Fermentación es una cerveza artesana Pilsen de sabor afrutado, aroma floral y buen cuerpo. Posee un color dorado pálido característico del estilo Pils. Está refermentada en botella, lo que provoca que aún siendo la misma cerveza que la Desiderata Pilsen Aromática, disponga de matices ligeramente diferentes en aromas y sabores.
Es una cerveza delicada, donde el malteado y la lupulización hacen de ella equilibrada y armoniosa. Es una cerveza Lager, de baja fermentación, lo cuál le dota de un carácter ideal de noches de verano en la ciudad de Sevilla.
";https://static1.soloartesanas.es/760-large_default/desiderata-doble-fermentacion-.jpg; Pilsen;5.0;Lager;999.0;;;;3-5 ºC.;Cebada;Mairena del Aljarafe ;Sevilla;Andalucía;España
